step,train_loss,val_loss,train_acc,val_acc,in_context_acc
0,0.6931473016738892,0.6831282377243042,0.492000013589859,0.9179999828338623,0.9634000062942505
1,0.683222770690918,0.6831282377243042,0.906000018119812,0.9179999828338623,0.9634000062942505
2,0.6733562350273132,0.6831282377243042,0.972000002861023,0.9179999828338623,0.9634000062942505
3,0.6636815667152405,0.6831282377243042,0.9879999756813049,0.9179999828338623,0.9634000062942505
4,0.6539220809936523,0.6831282377243042,0.9980000257492065,0.9179999828338623,0.9634000062942505
5,0.6448604464530945,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
6,0.6353822350502014,0.6831282377243042,0.9980000257492065,0.9179999828338623,0.9634000062942505
7,0.6255754232406616,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
8,0.6180329322814941,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
9,0.6123910546302795,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
10,0.6017569303512573,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
11,0.5932415127754211,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
12,0.5871957540512085,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
13,0.5818963646888733,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
14,0.5689759254455566,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
15,0.5634285807609558,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
16,0.5541695356369019,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
17,0.5493150353431702,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
18,0.5421130657196045,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
19,0.5322933197021484,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
20,0.5298010110855103,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
21,0.5206197500228882,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
22,0.5127344727516174,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
23,0.5081284046173096,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
24,0.4983484148979187,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
25,0.4986034035682678,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
26,0.4920177757740021,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
27,0.48099249601364136,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
28,0.4768370985984802,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
29,0.47471851110458374,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
30,0.46621325612068176,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
31,0.4609750807285309,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
32,0.45467883348464966,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
33,0.4477221667766571,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
34,0.4436572194099426,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
35,0.4368898272514343,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
36,0.4370829164981842,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
37,0.4318462014198303,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
38,0.4286697804927826,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
39,0.41933107376098633,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
40,0.41869649291038513,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
41,0.4115113317966461,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
42,0.41086238622665405,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
43,0.4059382379055023,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
44,0.39953529834747314,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
45,0.3912164568901062,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
46,0.39377859234809875,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
47,0.38593894243240356,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
48,0.38128897547721863,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
49,0.3790396451950073,0.6831282377243042,1.0,0.9179999828338623,0.9634000062942505
50,0.3706625699996948,0.3708486258983612,1.0,1.0,1.0
