step,train_loss,val_loss,train_acc,val_acc,in_context_acc
0,0.6931473612785339,0.6802489161491394,0.48899999260902405,1.0,1.0
1,0.6852087378501892,0.6802489161491394,0.9909999966621399,1.0,1.0
2,0.6777136325836182,0.6802489161491394,0.9950000047683716,1.0,1.0
3,0.670663595199585,0.6802489161491394,0.996999979019165,1.0,1.0
4,0.6629548072814941,0.6802489161491394,0.996999979019165,1.0,1.0
5,0.6559183597564697,0.6802489161491394,0.9959999918937683,1.0,1.0
6,0.6487933397293091,0.6802489161491394,0.9950000047683716,1.0,1.0
7,0.6410743594169617,0.6802489161491394,1.0,1.0,1.0
8,0.6355622410774231,0.6802489161491394,0.9959999918937683,1.0,1.0
9,0.6291905641555786,0.6802489161491394,0.9990000128746033,1.0,1.0
10,0.6220763921737671,0.6802489161491394,0.9950000047683716,1.0,1.0
11,0.6160905957221985,0.6802489161491394,0.9980000257492065,1.0,1.0
12,0.6099002361297607,0.6802489161491394,0.996999979019165,1.0,1.0
13,0.6011180281639099,0.6802489161491394,0.996999979019165,1.0,1.0
14,0.5961119532585144,0.6802489161491394,0.9929999709129333,1.0,1.0
15,0.5910260677337646,0.6802489161491394,0.9980000257492065,1.0,1.0
16,0.5843161940574646,0.6802489161491394,0.9959999918937683,1.0,1.0
17,0.5787622332572937,0.6802489161491394,0.9990000128746033,1.0,1.0
18,0.5717231631278992,0.6802489161491394,0.9959999918937683,1.0,1.0
19,0.5658823251724243,0.6802489161491394,0.9980000257492065,1.0,1.0
20,0.5618271827697754,0.6802489161491394,0.9980000257492065,1.0,1.0
21,0.5576688647270203,0.6802489161491394,0.9959999918937683,1.0,1.0
22,0.5497346520423889,0.6802489161491394,0.9980000257492065,1.0,1.0
23,0.5443060994148254,0.6802489161491394,0.9980000257492065,1.0,1.0
24,0.5398974418640137,0.6802489161491394,0.9990000128746033,1.0,1.0
25,0.5338851809501648,0.6802489161491394,0.9980000257492065,1.0,1.0
26,0.5306472778320312,0.6802489161491394,0.996999979019165,1.0,1.0
27,0.5232137441635132,0.6802489161491394,0.9980000257492065,1.0,1.0
28,0.521953284740448,0.6802489161491394,0.9950000047683716,1.0,1.0
29,0.5146363377571106,0.6802489161491394,0.9990000128746033,1.0,1.0
30,0.5099713206291199,0.6802489161491394,0.9959999918937683,1.0,1.0
31,0.5072753429412842,0.6802489161491394,0.9950000047683716,1.0,1.0
32,0.5034944415092468,0.6802489161491394,0.9959999918937683,1.0,1.0
33,0.4968368411064148,0.6802489161491394,0.9959999918937683,1.0,1.0
34,0.49100416898727417,0.6802489161491394,0.996999979019165,1.0,1.0
35,0.48731666803359985,0.6802489161491394,0.9980000257492065,1.0,1.0
36,0.48833000659942627,0.6802489161491394,0.9980000257492065,1.0,1.0
37,0.4819861054420471,0.6802489161491394,0.996999979019165,1.0,1.0
38,0.477439284324646,0.6802489161491394,0.9950000047683716,1.0,1.0
39,0.4712217450141907,0.6802489161491394,0.9959999918937683,1.0,1.0
40,0.4672611653804779,0.6802489161491394,0.9990000128746033,1.0,1.0
41,0.46566495299339294,0.6802489161491394,0.9929999709129333,1.0,1.0
42,0.4592096507549286,0.6802489161491394,0.9990000128746033,1.0,1.0
43,0.4581438899040222,0.6802489161491394,0.9990000128746033,1.0,1.0
44,0.4516860246658325,0.6802489161491394,0.9990000128746033,1.0,1.0
45,0.4502076506614685,0.6802489161491394,0.9980000257492065,1.0,1.0
46,0.44574061036109924,0.6802489161491394,0.996999979019165,1.0,1.0
47,0.4464064836502075,0.6802489161491394,0.9980000257492065,1.0,1.0
48,0.44073882699012756,0.6802489161491394,0.9959999918937683,1.0,1.0
49,0.43815362453460693,0.6802489161491394,0.9980000257492065,1.0,1.0
50,0.4331166446208954,0.29700329899787903,0.9959999918937683,1.0,1.0
51,0.4284220337867737,0.29700329899787903,0.9980000257492065,1.0,1.0
52,0.4268644154071808,0.29700329899787903,0.9980000257492065,1.0,1.0
53,0.425385445356369,0.29700329899787903,0.9990000128746033,1.0,1.0
