step,train_loss,val_loss,train_acc,val_acc,in_context_acc
0,0.6931473612785339,0.6919207572937012,0.47699999809265137,0.8830000162124634,0.9662500023841858
1,0.6924777626991272,0.6919207572937012,0.7730000019073486,0.8830000162124634,0.9662500023841858
2,0.6916887760162354,0.6919207572937012,0.8650000095367432,0.8830000162124634,0.9662500023841858
3,0.6910843849182129,0.6919207572937012,0.8759999871253967,0.8830000162124634,0.9662500023841858
4,0.6903553605079651,0.6919207572937012,0.890999972820282,0.8830000162124634,0.9662500023841858
5,0.6897801756858826,0.6919207572937012,0.8960000276565552,0.8830000162124634,0.9662500023841858
6,0.6888700723648071,0.6919207572937012,0.925000011920929,0.8830000162124634,0.9662500023841858
7,0.6881153583526611,0.6919207572937012,0.9279999732971191,0.8830000162124634,0.9662500023841858
8,0.6875605583190918,0.6919207572937012,0.9240000247955322,0.8830000162124634,0.9662500023841858
9,0.6868226528167725,0.6919207572937012,0.9369999766349792,0.8830000162124634,0.9662500023841858
10,0.6861791610717773,0.6919207572937012,0.9269999861717224,0.8830000162124634,0.9662500023841858
11,0.685290515422821,0.6919207572937012,0.9290000200271606,0.8830000162124634,0.9662500023841858
12,0.6848219037055969,0.6919207572937012,0.9359999895095825,0.8830000162124634,0.9662500023841858
13,0.6839784383773804,0.6919207572937012,0.9279999732971191,0.8830000162124634,0.9662500023841858
14,0.6836643218994141,0.6919207572937012,0.9340000152587891,0.8830000162124634,0.9662500023841858
15,0.6824749112129211,0.6919207572937012,0.9359999895095825,0.8830000162124634,0.9662500023841858
16,0.6818256974220276,0.6919207572937012,0.9350000023841858,0.8830000162124634,0.9662500023841858
17,0.6812698841094971,0.6919207572937012,0.9290000200271606,0.8830000162124634,0.9662500023841858
18,0.6808178424835205,0.6919207572937012,0.9340000152587891,0.8830000162124634,0.9662500023841858
19,0.6799042820930481,0.6919207572937012,0.9449999928474426,0.8830000162124634,0.9662500023841858
20,0.6792647838592529,0.6919207572937012,0.9319999814033508,0.8830000162124634,0.9662500023841858
21,0.6784757375717163,0.6919207572937012,0.9390000104904175,0.8830000162124634,0.9662500023841858
22,0.6773207187652588,0.6919207572937012,0.9509999752044678,0.8830000162124634,0.9662500023841858
23,0.676723837852478,0.6919207572937012,0.9419999718666077,0.8830000162124634,0.9662500023841858
24,0.676437497138977,0.6919207572937012,0.9490000009536743,0.8830000162124634,0.9662500023841858
25,0.6754645109176636,0.6919207572937012,0.9480000138282776,0.8830000162124634,0.9662500023841858
26,0.6745818853378296,0.6919207572937012,0.9430000185966492,0.8830000162124634,0.9662500023841858
27,0.6738020777702332,0.6919207572937012,0.9480000138282776,0.8830000162124634,0.9662500023841858
28,0.6733469367027283,0.6919207572937012,0.9380000233650208,0.8830000162124634,0.9662500023841858
29,0.672667920589447,0.6919207572937012,0.9440000057220459,0.8830000162124634,0.9662500023841858
30,0.6727074980735779,0.6919207572937012,0.9319999814033508,0.8830000162124634,0.9662500023841858
31,0.6719107031822205,0.6919207572937012,0.9350000023841858,0.8830000162124634,0.9662500023841858
32,0.6704661846160889,0.6919207572937012,0.9430000185966492,0.8830000162124634,0.9662500023841858
33,0.6698430180549622,0.6919207572937012,0.9409999847412109,0.8830000162124634,0.9662500023841858
34,0.6697046160697937,0.6919207572937012,0.9490000009536743,0.8830000162124634,0.9662500023841858
35,0.6688042283058167,0.6919207572937012,0.9480000138282776,0.8830000162124634,0.9662500023841858
36,0.6689139604568481,0.6919207572937012,0.9309999942779541,0.8830000162124634,0.9662500023841858
37,0.6682741641998291,0.6919207572937012,0.9430000185966492,0.8830000162124634,0.9662500023841858
38,0.6664024591445923,0.6919207572937012,0.9449999928474426,0.8830000162124634,0.9662500023841858
